hour,weather,traffic_density,historical_crash_proximity,risk_score
14,1,0.007,0.424,39.9
5,0,0.409,0.852,51.8
0,1,0.555,0.984,76.8
13,0,0.514,0.913,44.9
15,0,0.406,0.169,25.2
0,0,0.788,0.457,51.4
20,0,0.502,0.459,33.4
16,0,0.636,0.84,48.4
7,0,0.185,0.357,19.7
17,1,0.862,0.55,75.4
15,1,0.363,0.609,56.7
5,1,0.482,0.112,60.1
9,1,0.352,0.558,61.3
9,0,0.892,0.247,46.6
4,1,0.901,0.207,81.1
11,0,0.224,0.25,15.0
19,0,0.753,0.099,36.1
16,1,0.103,0.07,33.9
13,0,0.03,0.647,19.0
13,1,0.837,0.941,81.3
2,0,0.131,0.688,32.2
11,0,0.155,0.312,16.7
19,0,0.607,0.335,32.7
17,0,0.817,0.541,50.3
11,1,0.19,0.866,57.3
1,1,0.114,0.202,50.1
1,0,0.077,0.469,30.0
16,0,0.025,0.499,18.3
9,0,0.116,0.931,24.4
17,1,0.943,0.536,82.9
21,0,0.095,0.781,27.0
18,1,0.598,0.088,49.9
20,0,0.921,0.327,46.1
0,1,0.628,0.611,73.6
23,0,0.033,0.678,31.2
3,0,0.596,0.885,55.0
3,0,0.903,0.59,63.0
1,1,0.323,0.29,63.9
18,1,0.314,0.539,57.7
20,0,0.249,0.712,26.3
11,0,0.506,0.784,42.3
9,1,0.238,0.945,63.9
12,1,0.724,0.191,60.0
21,0,0.645,0.661,46.9
22,0,0.401,0.2,34.5
19,0,0.723,0.318,37.4
22,1,0.098,0.143,51.3
14,0,0.75,0.773,49.2
2,0,0.603,0.914,56.9
22,0,0.63,0.03,39.7
19,0,0.065,0.814,27.0
12,0,0.618,0.242,37.5
7,0,0.494,0.487,32.3
6,0,0.486,0.748,39.7
23,1,0.322,0.507,64.1
7,1,0.008,0.231,37.9
17,0,0.423,0.906,38.2
8,0,0.401,0.594,37.1
5,0,0.423,0.931,53.0
3,1,0.612,0.847,78.6
14,1,0.3,0.877,61.0
4,1,0.269,0.362,59.5
4,1,0.498,0.987,77.5
6,0,0.592,0.852,47.0
8,0,0.567,0.338,34.5
6,0,0.882,0.896,53.6
8,1,0.769,0.755,66.3
19,0,0.052,0.725,27.7
9,1,0.563,0.006,52.3
3,1,0.418,0.023,57.5
5,1,0.361,0.695,65.3
23,0,0.958,0.279,57.1
13,0,0.457,0.059,30.9
8,1,0.719,0.286,71.8
0,0,0.967,0.838,64.9
16,0,0.151,0.471,20.6
12,1,0.055,0.616,50.1
23,1,0.314,0.801,69.1
6,0,0.044,0.323,15.3
8,1,0.117,0.011,34.4
10,0,0.992,0.323,52.7
2,0,0.96,0.957,76.9
11,0,0.691,0.482,43.9
20,1,0.753,0.57,67.9
2,0,0.14,0.76,33.9
14,0,0.595,0.115,33.4
20,0,0.154,0.734,25.7
9,1,0.378,0.298,49.5
0,0,0.345,0.388,33.3
13,0,0.614,0.269,32.0
19,0,0.08,0.154,9.1
5,0,0.103,0.361,27.7
1,0,0.61,0.095,39.7
22,1,0.636,0.845,82.9
7,0,0.34,0.306,25.2
0,1,0.147,0.654,61.3
3,0,0.886,0.297,53.9
3,0,0.053,0.211,26.2
4,0,0.717,0.714,52.7
19,0,0.14,0.624,22.1
8,1,0.637,0.218,58.6
22,1,0.664,0.612,76.4
12,0,0.804,0.005,30.7
17,0,0.395,0.177,28.0
16,0,0.022,0.728,22.9
0,0,0.811,0.41,57.1
21,1,0.444,0.204,49.7
14,1,0.847,0.506,72.5
1,0,0.776,0.465,54.3
15,0,0.498,0.634,36.9
19,0,0.999,0.073,48.8
21,1,0.462,0.819,63.4
4,0,0.697,0.058,41.5
21,0,0.67,0.454,41.3
18,0,0.518,0.71,40.1
4,0,0.585,0.345,46.8
1,0,0.799,0.91,69.3
6,1,0.572,0.755,66.7
2,1,0.45,0.426,69.3
16,0,0.662,0.184,35.6
23,0,0.036,0.043,20.4
23,0,0.109,0.802,39.1
2,1,0.125,0.194,46.6
12,0,0.426,0.27,33.4
6,1,0.872,0.01,65.6
23,1,0.643,0.018,62.7
2,0,0.973,0.23,55.1
14,0,0.04,0.873,28.5
17,1,0.722,0.781,78.4
9,0,0.314,0.77,36.3
22,0,0.023,0.827,30.8
6,0,0.826,0.187,40.6
8,0,0.163,0.979,26.4
4,1,0.214,0.232,52.3
19,0,0.34,0.15,22.1
7,0,0.788,0.295,46.9
13,1,0.625,0.53,64.8
3,0,0.265,0.124,27.1
19,1,0.168,0.739,52.4
13,0,0.11,0.372,19.4
11,0,0.15,0.568,27.0
1,0,0.868,0.734,62.3
12,1,0.923,0.902,84.4
0,1,0.968,0.819,95.5
19,0,0.835,0.537,48.3
6,1,0.887,0.991,83.5
8,1,0.816,0.53,72.5
16,0,0.958,0.536,50.4
20,0,0.846,0.158,40.2
22,0,0.462,0.149,32.8
12,0,0.323,0.169,21.3
22,0,0.584,0.592,49.0
9,0,0.608,0.415,36.0
15,0,0.575,0.386,35.8
5,0,0.707,0.128,38.4
15,0,0.699,0.381,39.6
10,0,0.087,0.378,16.6
19,0,0.286,0.621,31.8
2,0,0.89,0.388,60.2
8,1,0.59,0.419,65.8
14,0,0.329,0.273,19.3
12,0,0.85,0.132,44.8
9,0,0.249,0.3,21.9
19,0,0.409,0.043,20.6
23,1,0.276,0.204,55.4
12,0,0.871,0.325,55.7
16,0,0.728,0.146,37.5
6,0,0.46,0.665,36.9
5,0,0.932,0.281,60.5
12,0,0.927,0.616,53.8
16,0,0.712,0.644,44.0
14,0,0.892,0.447,53.8
3,1,0.719,0.449,73.4
14,0,0.628,0.581,41.9
13,0,0.421,0.262,26.9
20,0,0.273,0.021,13.9
10,1,0.06,0.645,41.4
23,0,0.801,0.609,58.8
3,0,0.122,0.476,30.5
2,0,0.41,0.876,52.1
1,0,0.235,0.509,32.2
19,0,0.455,0.303,26.9
9,1,0.315,0.714,61.4
12,0,0.83,0.962,56.0
19,1,0.978,0.737,82.9
20,0,0.942,0.909,64.5
22,1,0.622,0.113,62.2
17,0,0.979,0.121,43.0
20,0,0.401,0.155,28.3
15,1,0.522,0.703,63.2
10,0,0.257,0.39,21.5
9,1,0.898,0.478,74.1
8,0,0.18,0.262,16.5
11,1,0.61,0.736,67.8
18,0,0.799,0.845,54.3
0,1,0.595,0.16,70.8
17,0,0.079,0.193,9.6
13,0,0.611,0.339,34.5
21,1,0.767,0.28,66.4
20,1,0.188,0.532,52.9
0,0,0.737,0.753,58.6
16,0,0.879,0.793,53.3
10,0,0.986,0.208,42.6
19,0,0.41,0.176,22.6
14,0,0.025,0.364,10.7
3,1,0.419,0.148,56.1
14,0,0.66,0.092,33.5
21,0,0.891,0.243,44.7
21,1,0.938,0.394,79.7
13,0,0.91,0.588,53.8
21,0,0.658,0.723,48.8
0,1,0.683,0.223,71.2
8,1,0.002,0.819,43.8
6,1,0.364,0.034,47.1
22,1,0.907,0.444,81.8
10,0,0.69,0.633,48.7
22,0,0.468,0.291,37.3
1,1,0.104,0.684,60.1
1,0,0.246,0.867,43.3
5,0,0.555,0.089,36.1
22,1,0.898,0.513,89.8
18,1,0.096,0.019,40.0
19,0,0.154,0.28,14.5
13,1,0.655,0.137,57.0
2,1,0.294,0.624,64.5
6,1,0.17,0.249,44.4
6,1,0.178,0.282,46.5
3,0,0.493,0.206,37.7
22,1,0.584,0.244,68.6
4,0,0.904,0.225,54.6
16,1,0.53,0.698,63.9
3,1,0.691,0.956,85.2
22,0,0.181,0.49,27.9
12,0,0.713,0.6,48.1
15,0,0.649,0.818,47.6
15,1,0.216,0.476,52.7
1,1,0.669,0.302,75.3
17,0,0.211,0.951,31.3
0,0,0.594,0.906,53.4
17,1,0.669,0.22,66.8
7,0,0.693,0.703,41.7
10,0,0.909,0.647,53.3
23,0,0.948,0.65,64.9
23,1,0.81,0.831,87.1
14,1,0.879,0.674,76.1
15,0,0.019,0.518,12.5
16,0,0.363,0.846,34.3
16,0,0.04,0.265,11.7
11,1,0.225,0.679,53.5
9,0,0.382,0.702,32.7
19,0,0.868,0.87,55.5
5,0,0.512,0.998,52.3
7,1,0.649,0.558,67.6
12,0,0.363,0.484,29.3
1,0,0.603,0.601,52.3
18,1,0.816,0.659,74.2
21,1,0.301,0.713,53.6
9,0,0.932,0.281,47.9
3,0,0.213,0.487,34.8
11,0,0.919,0.371,46.5
17,0,0.028,0.039,5.0
6,0,0.543,0.61,35.2
19,0,0.985,0.875,58.4
23,0,0.61,0.921,56.2
23,1,0.555,0.517,70.0
22,0,0.682,0.766,60.0
3,0,0.289,0.712,40.9
6,0,0.054,0.229,15.5
9,0,0.251,0.063,20.1
14,0,0.176,0.748,27.1
11,1,0.924,0.283,66.6
0,0,0.852,0.549,61.3
19,1,0.318,0.524,56.6
17,0,0.836,0.818,56.7
15,0,0.212,0.645,27.4
4,0,0.2,0.847,39.2
18,0,0.768,0.752,47.2
3,1,0.327,1.0,75.0
5,1,0.065,0.864,59.3
16,0,0.72,0.211,39.0
6,0,0.99,0.961,62.1
23,0,0.566,0.34,50.4
22,1,0.264,0.608,63.4
6,0,0.373,0.941,37.6
8,0,0.649,0.214,31.8
12,0,0.701,0.857,46.0
19,0,0.886,0.953,61.4
13,0,0.909,0.854,56.7
15,0,0.861,0.819,54.5
22,0,0.648,0.265,44.6
8,0,0.45,0.407,27.9
14,0,0.679,0.76,46.5
4,0,0.667,0.118,44.2
17,0,0.218,0.888,28.5
20,0,0.508,0.21,30.5
19,0,0.208,0.565,21.0
7,0,0.899,0.105,41.7
14,0,0.323,0.185,22.7
20,0,0.805,0.586,48.9
8,0,0.377,0.635,27.9
18,0,0.764,0.27,32.6
21,0,0.221,0.119,17.9
5,1,0.764,0.55,83.6
3,0,0.18,0.841,40.3
10,1,0.491,0.201,53.0
9,1,0.114,0.692,47.6
2,0,0.528,0.386,43.5
0,1,0.821,0.943,93.4
11,0,0.756,0.083,36.5
22,0,0.051,0.04,18.9
14,0,0.492,0.124,31.1
14,0,0.852,0.782,51.8
20,0,0.65,0.923,48.9
13,0,0.059,0.822,21.2
6,0,0.326,0.718,31.2
16,0,0.557,0.058,28.1
23,0,0.173,0.214,23.5
18,0,0.682,0.935,46.1
6,1,0.635,0.623,63.9
2,0,0.202,0.468,33.8
2,0,0.55,0.652,48.1
17,0,0.812,0.179,40.4
19,1,0.375,0.893,63.0
21,0,0.247,0.656,30.7
13,1,0.701,0.471,66.6
2,0,0.071,0.457,27.7
6,0,0.833,0.822,51.4
6,1,0.943,0.308,73.4
4,1,0.965,0.137,78.4
2,0,0.433,0.186,35.6
17,0,0.623,0.081,31.9
14,1,0.857,0.508,73.7
19,0,0.223,0.677,26.2
13,0,0.028,0.934,25.6
3,0,0.385,0.751,44.2
23,0,0.884,0.583,60.8
7,1,0.505,0.864,64.3
20,0,0.53,0.892,45.6
12,1,0.691,0.712,71.8
21,0,0.575,0.056,27.7
7,0,0.054,0.292,9.9
14,0,0.561,0.336,41.2
16,1,0.648,0.997,66.8
4,1,0.642,0.464,72.7
19,1,0.728,0.762,72.9
3,0,0.52,0.814,54.8
10,1,0.9,0.653,78.1
17,1,0.464,0.018,49.5
9,0,0.518,0.019,24.8
16,0,0.78,0.819,58.1
14,0,0.833,0.739,54.3
5,0,0.648,0.536,49.7
22,1,0.126,0.249,52.1
20,0,0.332,0.087,19.3
15,0,0.02,0.164,14.6
14,0,0.295,0.58,32.5
7,0,0.57,0.546,39.6
8,1,0.805,0.941,80.3
10,0,0.586,0.957,45.7
1,0,0.04,0.576,30.8
12,1,0.259,0.841,61.5
3,1,0.578,0.812,78.5
8,0,0.709,0.752,49.8
4,0,0.866,0.437,59.9
18,0,0.968,0.389,54.2
21,1,0.892,0.264,68.6
2,1,0.467,0.937,78.8
20,0,0.747,0.834,58.3
2,0,0.241,0.177,28.5
5,0,0.064,0.252,24.0
9,0,0.055,0.581,20.0
4,0,0.241,0.414,34.6
2,0,0.038,0.214,17.3
21,0,0.85,0.791,61.0
23,1,0.49,0.002,59.9
6,0,0.811,0.343,45.9
21,1,0.94,0.929,86.4
17,0,0.994,0.761,62.8
22,1,0.937,0.401,84.0
7,0,0.717,0.929,48.3
0,0,0.442,0.901,50.3
3,0,0.598,0.053,41.4
23,0,0.816,0.128,49.2
6,1,0.898,0.387,71.6
13,0,0.956,0.929,62.9
12,0,0.731,0.844,48.3
9,0,0.54,0.048,30.5
22,1,0.968,0.512,88.0
17,0,0.959,0.72,59.2
0,0,0.478,0.276,36.1
3,1,0.649,0.723,84.5
15,0,0.809,0.37,46.2
15,0,0.433,0.274,29.6
17,0,0.829,0.393,42.2
7,0,0.111,0.951,26.2
9,0,0.481,0.905,42.9
15,0,0.483,0.914,39.3
22,1,0.685,0.917,83.9
23,1,0.116,0.178,50.5
10,1,0.103,0.896,50.2
5,0,0.901,0.212,56.4
0,0,0.304,0.838,41.4
11,1,0.327,0.542,55.7
5,0,0.777,0.24,47.5
12,1,0.415,0.399,56.3
16,0,0.833,0.433,53.5
0,1,0.401,0.733,69.1
7,1,0.761,0.606,70.6
21,0,0.525,0.817,45.8
7,0,0.936,0.397,50.6
23,0,0.327,0.744,39.5
10,0,0.363,0.793,36.4
13,0,0.97,0.063,45.7
23,0,0.738,0.376,50.1
9,0,0.773,0.886,51.6
14,0,0.296,0.705,33.5
6,0,0.532,0.418,31.7
6,0,0.314,0.183,17.1
9,0,0.26,0.097,15.0
3,1,0.535,0.229,68.6
17,1,0.988,0.245,73.6
9,0,0.215,0.371,19.3
18,0,0.243,0.177,18.0
13,1,0.243,0.146,44.1
12,0,0.792,0.844,58.2
14,0,0.51,0.25,31.5
15,0,0.385,0.562,37.5
1,0,0.844,0.199,54.9
3,0,0.297,0.492,35.8
20,1,0.392,0.277,53.9
17,0,0.074,0.087,11.6
16,1,0.119,0.982,57.9
9,0,0.137,0.458,21.8
20,1,0.347,0.393,52.1
8,0,0.524,0.199,28.5
14,0,0.001,0.495,15.3
11,1,0.19,0.635,45.9
20,1,0.176,0.305,42.6
8,0,0.253,0.48,21.2
13,1,0.166,0.237,42.8
12,0,0.195,0.528,25.9
5,1,0.984,0.787,96.0
18,1,0.595,0.06,54.5
3,0,0.763,0.518,55.0
19,0,0.819,0.399,49.4
16,0,0.668,0.074,36.1
18,1,0.704,0.941,73.8
2,0,0.632,0.26,46.3
13,0,0.649,0.565,43.2
16,0,0.928,0.373,49.0
12,1,0.186,0.271,38.8
8,0,0.275,0.527,20.4
0,1,0.093,0.689,58.0
16,1,0.837,0.786,74.1
15,0,0.449,0.634,34.1
17,0,0.907,0.526,53.9
1,1,0.412,0.777,73.3
13,0,0.443,0.517,31.3
21,1,0.448,0.974,70.1
22,1,0.612,0.527,76.6
16,0,0.766,0.317,40.5
2,0,0.351,0.446,42.5
1,0,0.63,0.49,51.5
7,0,0.204,0.283,16.5
1,0,0.554,0.159,34.2
1,0,0.547,0.431,46.2
8,0,0.889,0.897,57.0
19,0,0.896,0.256,46.0
20,0,0.487,0.362,31.0
5,1,0.025,0.758,49.5
11,0,0.845,0.082,39.6
8,0,0.001,0.825,18.2
6,1,0.478,0.72,62.0
11,0,0.02,0.55,15.0
4,1,0.353,0.209,58.5
15,0,0.637,0.093,33.2
4,1,0.371,0.232,60.9
11,0,0.927,0.761,50.1
23,1,0.641,0.933,88.6
19,1,0.646,0.738,65.7
8,0,0.374,0.528,30.5
22,0,0.039,0.951,33.1
6,1,0.738,0.829,77.0
18,0,0.716,0.656,41.3
19,1,0.53,0.038,56.6
22,0,0.416,0.288,36.3
10,1,0.538,0.308,59.2
20,0,0.747,0.347,39.4
11,0,0.713,0.389,46.3
2,0,0.658,0.939,56.0
16,0,0.904,0.742,48.1
6,0,0.61,0.692,47.3
21,0,0.015,0.427,10.6
9,0,0.618,0.338,36.3
22,1,0.613,0.12,71.6
14,0,0.07,0.453,15.6
1,1,0.428,0.205,62.0
12,0,0.651,0.391,41.3
3,0,0.705,0.156,46.4
17,0,0.893,0.344,51.5
23,0,0.841,0.043,51.6
22,0,0.117,0.006,17.1
0,0,0.609,0.87,58.9
1,0,0.596,0.641,51.6
1,0,0.304,0.588,38.8
3,0,0.184,0.514,33.6
2,0,0.2,0.727,40.3
16,0,0.178,0.736,23.9
13,0,0.806,0.935,59.9
1,0,0.148,0.244,29.6
15,0,0.264,0.785,29.4
10,0,0.218,0.991,38.8
12,0,0.713,0.029,33.6
0,0,0.158,0.374,30.5
22,0,0.024,0.436,23.3
1,1,0.374,0.822,73.9
1,0,0.305,0.014,26.1
20,0,0.398,0.599,33.4
4,0,0.754,0.893,55.1
3,0,0.012,0.148,17.0
11,1,0.038,0.116,32.1
2,1,0.256,1.0,64.5
19,0,0.889,0.826,59.4
9,1,0.169,0.697,49.6
19,0,0.997,0.399,47.4
17,0,0.806,0.854,56.1
20,0,0.456,0.923,45.0
20,0,0.748,0.732,49.2
20,1,0.519,0.398,54.2
9,1,0.566,0.584,58.7
0,0,0.581,0.099,36.5
5,0,0.649,0.158,41.6
10,0,0.061,0.783,28.2
1,1,0.616,0.029,64.6
6,0,0.717,0.049,30.8
19,0,0.311,0.508,25.7
20,0,0.979,0.171,50.8
20,1,0.144,0.294,43.3
20,1,0.91,0.399,74.5
17,0,0.676,0.522,42.0
20,0,0.664,0.284,37.3
18,1,0.876,0.484,75.2
3,1,0.832,0.371,80.1
12,0,0.345,0.081,20.7
17,0,0.705,0.867,49.7
19,1,0.051,0.281,35.1
23,1,0.464,0.609,70.0
12,1,0.938,0.57,79.9
18,0,0.274,0.199,17.8
16,1,0.05,0.03,33.9
0,0,0.583,0.857,57.9
5,1,0.355,0.498,65.2
18,0,0.38,0.414,26.8
19,0,0.582,0.763,43.8
0,0,0.622,0.033,41.0
7,1,0.437,0.765,63.4
16,0,0.508,0.409,38.0
20,0,0.993,0.552,52.3
21,1,0.957,0.752,84.0
14,0,0.707,0.547,43.0
17,0,0.161,0.062,9.0
6,1,0.36,0.729,55.2
15,0,0.883,0.786,58.7
6,1,0.424,0.462,52.0
16,0,0.955,0.439,52.9
3,1,0.488,0.252,65.0
11,1,0.862,0.644,74.8
12,0,0.035,0.882,26.6
3,1,0.434,0.656,66.9
20,0,0.7,0.771,46.8
0,1,0.864,0.837,88.0
0,1,0.61,0.226,71.2
6,0,0.173,0.402,23.5
8,0,0.886,0.436,49.9
0,1,0.575,0.559,81.8
15,0,0.108,0.049,11.6
17,0,0.464,0.588,37.2
21,0,0.699,0.089,37.7
14,0,0.451,0.807,37.2
5,1,0.871,0.963,95.3
1,0,0.424,0.29,34.8
8,0,0.583,0.507,34.5
3,1,0.211,0.823,68.2
12,0,0.513,0.315,29.3
22,0,0.223,0.158,27.6
21,1,0.225,0.739,58.7
10,1,0.28,0.698,49.7
12,1,0.044,0.57,45.1
10,0,0.163,0.944,30.4
18,0,0.424,0.955,40.9
7,0,0.131,0.862,27.7
6,0,0.133,0.293,16.2
15,0,0.968,0.225,49.8
2,0,0.427,0.836,45.6
16,0,0.404,0.651,35.7
17,0,0.268,0.396,20.2
14,0,0.512,0.41,40.0
16,0,0.596,0.853,45.6
10,0,0.418,0.163,25.5
4,0,0.394,0.944,54.9
15,0,0.7,0.633,43.4
14,1,0.95,0.791,83.8
9,1,0.878,0.371,68.3
13,1,0.119,0.587,43.6
1,0,0.652,0.75,51.8
15,0,0.007,0.435,16.4
18,0,0.633,0.488,41.8
7,1,0.464,0.582,58.9
14,0,0.491,0.063,24.4
9,0,0.588,0.863,48.7
4,0,0.743,0.867,62.0
19,0,0.729,0.281,37.2
15,1,0.044,0.88,52.6
20,0,0.736,0.745,48.9
21,0,0.83,0.483,49.9
11,0,0.068,0.348,14.9
22,0,0.323,0.399,42.1
12,1,0.792,0.534,71.8
8,0,0.493,0.413,26.9
16,1,0.695,0.42,65.5
19,0,0.502,0.203,30.0
11,0,0.978,0.708,59.7
4,1,0.936,0.61,92.1
23,1,0.281,0.992,69.3
11,0,0.386,0.141,28.0
0,0,0.431,0.114,37.4
19,0,0.104,0.516,19.9
15,0,0.404,0.152,22.1
11,0,0.775,0.611,54.0
8,0,0.847,0.196,45.0
12,0,0.886,0.483,48.6
16,1,0.015,0.611,47.0
16,0,0.789,0.458,46.4
3,1,0.503,0.32,71.0
13,1,0.206,0.782,51.4
18,1,0.499,0.855,66.4
6,1,0.844,0.278,73.5
2,1,0.434,0.813,71.6
0,1,0.99,0.392,86.7
11,0,0.617,0.488,31.2
14,0,0.49,0.232,30.5
10,1,0.295,0.626,57.8
9,0,0.011,0.101,4.7
1,0,0.611,0.592,52.6
3,1,0.577,0.99,81.3
16,0,0.517,0.753,36.2
16,1,0.538,0.895,68.4
7,0,0.844,0.464,46.3
22,0,0.317,0.142,30.9
13,0,0.55,0.288,31.9
23,1,0.68,0.049,72.2
3,0,0.21,0.502,31.8
5,1,0.925,0.65,89.6
18,0,0.737,0.424,43.7
23,0,0.053,0.563,28.2
3,0,0.865,0.321,54.4
2,0,0.93,0.086,54.1
19,0,0.794,0.432,47.0
5,0,0.426,0.548,45.7
22,0,0.994,0.983,68.1
6,0,0.124,0.347,18.4
13,1,0.537,0.678,63.0
11,0,0.17,0.823,31.7
15,0,0.439,0.335,32.1
19,0,0.927,0.93,63.5
7,1,0.794,0.339,66.8
22,1,0.782,0.97,86.5
1,1,0.354,0.002,58.0
12,0,0.934,0.634,58.6
7,1,0.368,0.79,54.5
20,1,0.04,0.28,41.3
19,1,0.638,0.117,58.9
15,0,0.363,0.024,20.4
3,1,0.154,0.074,45.2
15,0,0.935,0.543,56.3
19,0,0.637,0.839,45.9
5,0,0.941,0.063,52.5
3,0,0.583,0.113,34.2
15,0,0.064,0.005,5.4
22,0,0.03,0.282,18.9
22,1,0.901,0.921,88.2
20,0,0.039,0.276,16.8
12,0,0.615,0.441,38.0
4,0,0.298,0.179,26.2
14,1,0.688,0.116,56.9
7,0,0.285,0.182,18.3
6,0,0.037,0.21,8.9
13,1,0.731,0.13,64.2
6,0,0.311,0.792,32.5
21,0,0.551,0.477,36.9
6,0,0.774,0.54,46.0
22,0,0.703,0.375,54.1
17,0,0.349,0.211,27.3
9,0,0.748,0.094,36.4
17,1,0.926,0.076,65.7
13,0,0.61,0.185,32.8
9,0,0.704,0.85,40.8
6,1,0.866,0.217,69.9
6,0,0.844,0.355,41.8
6,0,0.352,0.573,29.9
4,0,0.992,0.511,66.3
0,0,0.029,0.666,27.7
13,0,0.987,0.194,47.0
17,1,0.246,0.524,51.1
12,0,0.44,0.768,36.3
7,0,0.884,0.388,50.9
7,1,0.244,0.972,61.5
9,1,0.225,0.578,52.3
16,0,0.643,0.675,42.3
5,1,0.705,0.459,79.1
14,0,0.007,0.858,20.2
14,0,0.45,0.451,31.8
15,0,0.489,0.942,35.5
7,0,0.272,0.307,25.5
18,0,0.546,0.866,49.3
19,0,0.155,0.639,24.6
14,0,0.324,0.799,29.2
2,0,0.713,0.038,43.6
5,0,0.874,0.277,55.7
7,1,0.589,0.847,70.6
15,1,0.075,0.318,47.0
14,0,0.679,0.713,45.7
12,1,0.898,0.992,84.0
19,0,0.504,0.177,29.2
14,0,0.494,0.418,32.7
17,0,0.991,0.165,45.7
12,0,0.636,0.154,28.3
23,1,0.806,0.633,87.1
7,1,0.646,0.191,57.1
13,0,0.221,0.483,20.5
10,0,0.284,0.978,33.5
5,0,0.666,0.333,43.9
23,0,0.456,0.874,52.7
0,1,0.404,0.396,65.7
1,0,0.022,0.263,21.7
12,0,0.884,0.336,49.2
0,1,0.884,0.128,79.2
23,0,0.461,0.679,48.8
23,1,0.701,0.509,83.7
3,0,0.178,0.614,37.3
23,0,0.504,0.303,41.7
22,0,0.439,0.653,42.8
1,0,0.657,0.165,39.8
20,1,0.47,0.652,56.6
19,0,0.498,0.081,29.4
15,1,0.296,0.4,48.2
2,0,0.048,0.61,29.4
16,1,0.917,0.855,80.9
4,1,0.012,0.812,63.4
7,0,0.281,0.527,21.4
11,0,0.448,0.883,41.0
22,1,0.319,0.506,61.8
11,0,0.552,0.517,37.5
0,1,0.462,0.721,71.9
0,0,0.255,0.878,40.1
14,1,0.088,0.603,42.2
16,0,0.138,0.944,35.5
1,1,0.486,0.233,63.2
16,0,0.846,0.924,58.4
19,1,0.101,0.222,33.7
8,0,0.677,0.526,36.3
11,0,0.792,0.796,50.6
3,1,0.277,0.802,69.7
12,1,0.668,0.278,62.4
3,1,0.687,0.986,85.6
6,0,0.708,0.081,36.2
13,0,0.891,0.035,39.7
8,0,0.399,0.842,41.9
22,0,0.244,0.819,45.4
0,0,0.544,0.713,49.3
0,0,0.063,0.851,32.2
19,1,0.334,0.138,45.9
3,0,0.883,0.096,53.5
0,1,0.532,0.969,79.8
21,0,0.437,0.624,38.1
9,1,0.266,0.92,59.8
1,0,0.25,0.906,46.4
20,1,0.237,0.653,49.2
23,0,0.829,0.628,59.0
14,1,0.985,0.36,78.2
2,0,0.535,0.149,39.5
22,0,0.08,0.687,31.4
8,0,0.751,0.818,49.8
16,0,0.877,0.545,51.2
20,1,0.931,0.051,72.6
12,0,0.629,0.145,27.0
2,1,0.507,0.102,61.9
3,0,0.621,0.658,52.7
3,1,0.013,0.565,48.6
10,1,0.655,0.467,65.1
6,0,0.71,0.543,39.3
10,0,0.722,0.276,37.6
23,0,0.563,0.805,52.8
10,0,0.7,0.329,39.6
9,0,0.639,0.644,49.1
4,0,0.116,0.391,25.0
12,0,0.898,0.072,38.4
11,0,0.623,0.257,38.0
9,0,0.728,0.965,40.0
6,0,0.343,0.191,20.7
18,0,0.919,0.105,42.9
18,0,0.503,0.291,28.1
18,0,0.679,0.878,49.4
11,0,0.952,0.306,47.3
19,1,0.916,0.417,69.8
21,0,0.645,0.31,38.8
14,1,0.166,0.989,58.4
4,0,0.951,1.0,70.1
23,0,0.984,0.483,62.4
13,0,0.103,0.785,30.4
11,0,0.45,0.22,28.8
20,1,0.548,0.374,59.4
10,0,0.092,0.679,27.1
4,1,0.19,0.286,48.4
15,0,0.538,0.225,24.9
17,0,0.963,0.922,62.5
11,0,0.028,0.244,13.5
4,0,0.912,0.059,47.6
15,0,0.899,0.751,52.1
11,0,0.857,0.243,46.5
22,1,0.378,0.45,60.6
1,1,0.491,0.112,61.1
5,0,0.404,0.069,33.1
22,0,0.948,0.46,65.0
20,0,0.521,0.337,31.7
3,0,0.081,0.506,29.8
12,1,0.274,0.966,56.6
9,0,0.462,0.407,33.4
16,1,0.954,0.603,77.5
13,1,0.569,0.098,50.6
23,0,0.696,0.886,66.8
14,0,0.089,0.806,30.1
7,0,0.877,0.522,51.0
22,0,0.539,0.183,44.9
23,0,0.921,0.426,59.4
17,1,0.445,0.297,53.4
2,0,0.683,0.995,61.7
16,1,0.471,0.491,55.9
23,1,0.143,0.422,47.1
23,1,0.272,0.169,53.3
6,0,0.067,0.239,16.4
12,1,0.44,0.712,62.7
15,0,0.649,0.535,44.1
4,0,0.244,0.358,33.1
3,1,0.49,0.297,63.0
9,1,0.459,0.201,53.1
12,0,0.533,0.034,26.0
9,1,0.185,0.977,53.7
13,0,0.534,0.753,44.2
21,0,0.364,0.928,34.2
11,0,0.286,0.413,22.7
0,0,0.586,0.869,62.5
20,0,0.148,0.256,18.2
19,0,0.901,0.51,52.0
19,0,0.935,0.202,39.9
6,0,0.661,0.77,46.5
8,0,0.303,0.498,23.6
7,0,0.626,0.536,40.5
12,0,0.602,0.859,45.7
13,0,0.391,0.739,32.9
11,0,0.287,0.966,39.3
7,0,0.168,0.405,22.7
20,0,0.217,0.461,19.5
21,0,0.653,0.615,48.2
17,1,0.886,0.453,71.1
15,0,0.385,0.42,33.8
10,0,0.122,0.341,16.1
15,0,0.013,0.832,20.9
13,0,0.406,0.533,36.4
2,0,0.233,0.607,36.0
20,1,0.323,0.204,50.3
1,0,0.242,0.252,25.8
2,0,0.664,0.34,48.4
