traffic_density,weather_severity,time_of_day,road_condition_index,historical_incidents,risk_score
0.357,0.402,15,0.399,1,0.3835
0.833,0.021,18,1.0,1,0.3463
0.044,0.61,15,0.261,3,0.4229
0.308,0.423,10,0.265,0,0.342
0.679,0.92,13,0.17,2,0.7805
0.565,0.642,6,0.272,2,0.522
0.436,0.399,4,0.575,2,0.3323
0.54,0.264,7,0.965,2,0.4426
0.198,0.905,16,0.608,0,0.5181
0.431,0.016,13,0.41,1,0.3088
0.502,0.327,9,0.39,1,0.3845
0.901,0.944,21,0.024,0,0.8722
0.261,0.654,11,0.003,1,0.5224
0.868,0.533,4,0.797,0,0.4352
0.644,0.204,7,0.49,0,0.4547
0.02,0.833,11,0.033,1,0.432
0.725,0.204,3,0.286,1,0.456
0.036,0.248,12,0.357,0,0.1665
0.997,0.192,20,0.783,3,0.5699
0.873,0.158,16,0.434,4,0.6263
0.297,0.953,23,0.789,2,0.5187
0.257,0.602,20,0.634,0,0.4981
0.381,0.638,4,0.033,1,0.5
0.356,0.954,5,0.969,0,0.4712
0.372,0.231,8,0.181,1,0.2529
0.318,0.006,4,0.276,0,0.2525
0.621,0.599,1,0.809,1,0.4021
0.164,0.508,2,0.19,3,0.3997
0.846,0.478,10,0.401,4,0.6796
0.812,0.062,9,0.865,1,0.3213
0.476,0.454,2,0.637,3,0.355
0.853,0.288,8,0.302,4,0.643
0.247,0.275,7,0.644,1,0.2552
0.018,0.222,15,0.813,2,0.1967
0.619,0.333,21,0.404,0,0.5125
0.458,0.353,20,0.572,0,0.447
0.567,0.309,1,0.988,0,0.3876
0.899,0.979,9,0.965,1,0.6487
0.97,0.933,23,0.509,2,0.7778
0.634,0.575,13,0.096,2,0.6362
0.764,0.981,4,0.701,2,0.7074
0.084,0.991,21,0.269,4,0.6499
0.161,0.356,0,0.669,1,0.2462
0.733,0.445,12,0.352,3,0.5956
0.431,0.959,3,0.719,4,0.59
0.446,0.609,20,0.367,1,0.5113
0.309,0.213,8,0.941,2,0.207
0.607,0.689,15,0.137,1,0.5928
0.185,0.206,20,0.068,2,0.4089
0.627,0.339,20,0.781,3,0.4051
0.174,0.228,18,0.401,2,0.38
0.064,0.245,23,0.466,4,0.4216
0.33,0.005,13,0.934,1,0.2105
0.231,0.881,22,0.59,0,0.4495
0.889,0.296,23,0.66,2,0.5062
0.055,0.086,19,0.019,2,0.2548
0.177,0.087,7,0.671,0,0.0929
0.549,0.556,9,0.388,4,0.551
0.481,0.993,19,0.46,3,0.7832
0.046,0.145,0,0.808,3,0.203
0.007,0.1,19,0.524,4,0.3119
0.988,0.438,4,0.987,1,0.369
0.659,0.563,14,0.797,3,0.6315
0.365,0.294,7,0.729,4,0.4385
0.47,0.303,9,0.589,2,0.3267
0.267,0.424,5,0.412,0,0.2443
0.345,0.314,14,0.053,1,0.4403
0.649,0.915,14,0.018,1,0.8447
0.883,0.042,9,0.047,2,0.5217
0.184,0.235,20,0.959,3,0.2707
0.84,0.809,18,0.323,1,0.7331
0.122,0.834,3,0.701,0,0.4256
0.215,0.112,21,0.594,2,0.2527
0.037,0.974,5,0.572,1,0.4834
0.141,0.693,14,0.579,2,0.5163
0.917,0.273,5,0.302,3,0.5025
0.459,0.456,17,0.887,4,0.485
0.078,0.297,10,0.919,2,0.2824
0.96,0.15,11,0.645,3,0.4105
0.879,0.291,7,0.864,1,0.4247
0.755,0.58,23,0.06,1,0.6429
0.933,0.826,21,0.1,3,0.8037
0.22,0.364,13,0.559,1,0.4121
0.836,0.348,3,0.847,1,0.4752
0.69,0.468,17,0.315,1,0.6266
0.87,0.645,5,0.548,3,0.6863
0.797,0.752,5,0.01,3,0.745
0.346,0.327,18,0.987,2,0.3641
0.774,0.586,1,0.767,0,0.5377
0.262,0.389,3,0.361,4,0.3978
0.329,0.716,23,0.983,1,0.5061
0.108,0.165,4,0.092,0,0.3494
0.935,0.257,14,0.464,0,0.5518
0.291,0.426,2,0.059,3,0.4316
0.521,0.889,15,0.335,3,0.6767
0.391,0.573,12,0.219,0,0.4523
0.96,0.965,11,0.317,3,0.7633
0.335,0.103,20,0.947,2,0.1159
0.779,0.46,8,0.427,2,0.5014
0.855,0.419,10,0.325,4,0.6063
0.436,0.6,7,0.641,4,0.5197
0.378,0.812,6,0.683,4,0.576
0.748,0.841,3,0.984,1,0.5461
0.913,0.67,1,0.546,2,0.6013
0.755,0.642,18,0.753,1,0.6564
0.227,0.949,21,0.382,2,0.5749
0.888,0.384,22,0.171,0,0.7411
0.388,0.833,11,0.43,1,0.5104
0.576,0.922,2,0.419,4,0.6555
0.831,0.492,18,0.421,2,0.5972
0.188,0.729,2,0.695,4,0.4046
0.785,0.377,18,0.406,3,0.525
0.596,0.159,18,0.954,2,0.3203
0.893,0.587,6,0.983,2,0.6334
0.172,0.196,13,0.523,4,0.3989
0.421,0.458,20,0.558,4,0.5225
0.833,0.873,3,0.408,4,0.7167
0.019,0.086,5,0.356,2,0.3146
0.112,0.03,13,0.985,0,0.0171
0.991,0.606,7,0.041,3,0.7228
0.28,0.331,17,0.41,4,0.3126
0.976,0.418,14,0.151,0,0.7099
0.183,0.406,18,0.726,4,0.4364
0.361,0.087,17,0.194,2,0.3891
0.753,0.004,14,0.885,0,0.2748
0.658,0.898,22,0.374,2,0.8212
0.581,0.218,11,0.917,1,0.3545
0.53,0.426,17,0.987,4,0.459
0.843,0.972,4,0.771,3,0.8029
0.235,0.827,14,0.623,0,0.5314
0.442,0.108,8,0.15,1,0.2956
0.155,0.509,7,0.933,4,0.3811
0.596,0.73,7,0.777,1,0.4528
0.251,0.698,2,0.288,0,0.505
0.334,0.761,12,0.469,3,0.6426
0.471,0.457,12,0.068,0,0.4041
0.027,0.176,11,0.659,3,0.2392
0.092,0.465,14,0.125,2,0.3956
0.686,0.648,13,0.652,4,0.557
0.429,0.609,0,0.672,1,0.4883
0.865,0.071,1,0.325,2,0.3809
0.695,0.065,22,0.949,4,0.365
0.008,0.965,3,0.779,1,0.371
0.617,0.152,12,0.497,2,0.3266
0.094,0.294,9,0.919,4,0.2873
0.781,0.768,20,0.856,4,0.6471
0.992,0.41,12,0.692,2,0.5815
0.531,0.181,0,0.153,0,0.3305
0.683,0.467,10,0.497,3,0.6006
0.237,0.569,17,0.864,3,0.4635
0.438,0.453,8,0.609,0,0.3863
0.856,0.919,5,0.546,4,0.718
0.167,0.285,22,0.955,1,0.2222
0.266,0.661,12,0.017,0,0.4476
0.445,0.112,4,0.012,4,0.3944
0.712,0.392,9,0.893,2,0.3567
0.376,0.741,4,0.039,2,0.5545
0.928,0.225,21,0.333,4,0.6564
0.094,0.59,9,0.924,2,0.3019
0.371,0.153,4,0.691,3,0.206
0.709,0.103,19,0.648,0,0.367
0.226,0.523,20,0.657,3,0.4731
0.656,0.675,10,0.318,4,0.6919
0.164,0.113,4,0.531,0,0.1017
0.056,0.918,4,0.63,2,0.491
0.121,0.226,16,0.306,0,0.3209
0.93,0.12,20,0.795,0,0.4138
0.552,0.203,4,0.322,2,0.4266
0.796,0.17,0,0.071,1,0.3924
0.333,0.091,12,0.201,2,0.2086
0.593,0.798,3,0.408,3,0.5795
0.495,0.496,7,0.908,1,0.379
0.946,0.389,19,0.416,3,0.6489
0.748,0.951,22,0.09,4,0.7197
0.731,0.371,5,0.196,3,0.5452
0.046,0.167,14,0.544,0,0.1763
0.55,0.274,14,0.178,4,0.5998
0.467,0.239,20,0.064,1,0.4805
0.928,0.499,15,0.715,3,0.6347
0.257,0.292,8,0.784,4,0.349
0.27,0.516,23,0.851,3,0.5258
0.411,0.669,4,0.844,0,0.4215
0.243,0.777,22,0.379,0,0.5961
0.129,0.71,15,0.734,1,0.3227
0.857,0.206,6,0.584,2,0.5452
0.558,0.116,2,0.023,2,0.3718
0.861,0.542,9,0.402,0,0.5386
0.831,0.199,15,0.053,4,0.619
0.282,0.085,20,0.083,1,0.344
0.548,0.527,11,0.056,3,0.5839
0.083,0.327,8,0.961,3,0.2671
0.915,0.756,15,0.844,4,0.6699
0.404,0.314,8,0.439,2,0.4076
0.394,0.979,23,0.248,0,0.5802
0.303,0.759,21,0.072,0,0.6102
0.461,0.058,22,0.431,1,0.3738
0.252,0.509,6,0.6,0,0.3138
0.375,0.563,10,0.797,2,0.3664
0.8,0.695,16,0.052,2,0.69
0.834,0.498,23,0.418,4,0.6539
0.304,0.483,21,0.977,1,0.3318
0.469,0.368,22,0.121,1,0.5118
0.874,0.271,9,0.4,0,0.4978
0.053,0.946,14,0.275,3,0.5911
0.889,0.318,9,0.134,1,0.5241
0.219,0.063,1,0.839,0,0.1354
0.679,0.167,15,0.697,3,0.348
0.583,0.857,6,0.412,0,0.4849
0.553,0.587,23,0.369,4,0.6811
0.859,0.779,20,0.828,1,0.5821
0.102,0.809,14,0.091,0,0.4107
0.347,0.823,16,0.147,4,0.5745
0.538,0.551,21,0.907,0,0.4711
0.811,0.177,12,0.817,2,0.4318
0.216,0.148,18,0.775,0,0.2445
0.803,0.574,20,0.624,2,0.6341
0.4,0.367,22,0.292,1,0.4326
0.189,0.558,7,0.935,0,0.2606
0.759,0.498,21,0.492,4,0.5543
0.091,0.602,8,0.281,1,0.4346
0.515,0.032,18,0.366,1,0.3684
0.064,0.033,16,0.017,2,0.2337
0.356,0.722,9,0.255,1,0.6064
0.601,0.193,13,0.188,0,0.3457
0.556,0.652,11,0.136,0,0.5849
0.405,0.547,19,0.032,2,0.4675
0.429,0.982,23,0.227,0,0.6245
0.227,0.835,21,0.104,2,0.5295
0.456,0.413,6,0.045,3,0.5489
0.953,0.616,8,0.137,2,0.8221
0.85,0.117,17,0.202,4,0.5101
0.145,0.386,6,0.416,4,0.3303
0.03,0.734,3,0.584,0,0.461
0.934,0.623,22,0.322,3,0.7123
0.527,0.484,7,0.141,4,0.6417
0.538,0.177,17,0.94,4,0.4211
0.781,0.803,14,0.515,4,0.7618
0.315,0.273,6,0.742,0,0.3483
0.482,0.82,7,0.694,1,0.5604
0.969,0.612,0,0.285,1,0.5535
0.672,0.373,10,0.56,1,0.4136
0.154,0.041,9,0.602,0,0.1062
0.133,0.232,4,0.352,1,0.2133
0.204,0.889,1,0.671,2,0.521
0.767,0.818,21,0.791,0,0.5904
0.295,0.575,1,0.364,0,0.4062
0.021,0.466,18,0.015,3,0.4248
0.944,0.647,15,0.349,4,0.7741
0.17,0.466,10,0.117,3,0.3885
0.01,0.644,13,0.156,1,0.509
0.237,0.307,21,0.366,0,0.4441
0.235,0.838,4,0.208,0,0.4575
0.422,0.702,3,0.935,1,0.3918
0.92,0.33,22,0.653,4,0.5823
0.879,0.831,18,0.518,3,0.7991
0.457,0.487,9,0.01,4,0.5908
0.411,0.175,22,0.104,1,0.3997
0.555,0.078,8,0.788,3,0.2786
0.243,0.7,17,0.39,3,0.6011
0.052,0.865,4,0.045,4,0.5889
0.939,0.807,16,0.826,4,0.7612
0.187,0.656,22,0.303,0,0.5466
0.198,0.141,17,0.386,0,0.2674
0.472,0.094,20,0.974,4,0.4111
0.492,0.345,0,0.016,1,0.4368
0.018,0.855,13,0.721,4,0.4469
0.148,0.962,13,0.949,0,0.4383
0.378,0.241,13,0.064,3,0.4171
0.684,0.762,0,0.866,1,0.4615
0.228,0.574,3,0.416,0,0.3131
0.423,0.032,22,0.878,1,0.1366
0.557,0.543,6,0.308,1,0.5048
0.889,0.806,23,0.983,3,0.7291
0.326,0.276,11,0.647,0,0.2208
0.134,0.897,12,0.627,4,0.4733
0.489,0.236,14,0.806,1,0.3236
0.747,0.076,19,0.437,1,0.479
0.11,0.16,1,0.259,3,0.2297
0.425,0.837,13,0.263,0,0.6245
0.018,0.417,11,0.331,1,0.4083
0.034,0.797,12,0.617,1,0.3291
0.483,0.531,13,0.838,2,0.5471
0.298,0.481,2,0.5,2,0.4603
0.845,0.807,12,0.403,1,0.699
0.602,0.423,7,0.794,3,0.5342
0.454,0.802,15,0.29,4,0.6821
0.408,0.101,5,0.689,2,0.2019
0.497,0.636,10,0.106,2,0.5348
0.04,0.703,14,0.113,0,0.3959
0.893,0.899,18,0.644,4,0.8384
0.998,0.224,23,0.083,2,0.7035
0.181,0.604,1,0.155,4,0.5409
0.12,0.433,10,0.624,4,0.326
0.144,0.383,19,0.438,0,0.4288
0.661,0.107,19,0.561,1,0.3959
0.661,0.134,8,0.977,1,0.387
0.848,0.837,23,0.632,2,0.7551
0.752,0.75,22,0.591,0,0.6036
0.45,0.382,3,0.38,2,0.4613
0.613,0.828,22,0.631,2,0.6656
0.688,0.081,16,0.013,1,0.3483
0.513,0.625,23,0.557,0,0.5239
0.476,0.868,7,0.069,4,0.626
0.645,0.839,15,0.22,1,0.6955
0.557,0.373,0,0.563,2,0.4373
0.644,0.745,9,0.668,2,0.5423
0.613,0.427,6,0.385,3,0.4998
0.719,0.84,14,0.419,0,0.6701
0.643,0.531,0,0.498,4,0.5006
0.52,0.765,21,0.759,4,0.6255
0.682,0.079,15,0.018,2,0.3831
0.449,0.59,20,0.447,3,0.5316
0.242,0.55,1,0.014,3,0.5057
0.001,0.61,2,0.319,0,0.3144
0.56,0.696,14,0.52,2,0.5475
0.591,0.918,23,0.08,2,0.7743
0.972,0.786,17,0.485,2,0.692
0.361,0.22,14,0.925,0,0.2063
0.394,0.826,3,0.685,4,0.5536
0.202,0.122,2,0.782,1,0.1448
0.071,0.622,6,0.58,3,0.3802
0.773,0.883,23,0.896,4,0.7659
0.25,0.101,19,0.147,1,0.3559
0.609,0.85,21,0.45,4,0.6639
0.688,0.799,18,0.597,4,0.6428
0.471,0.504,22,0.873,4,0.5455
0.876,0.309,7,0.308,4,0.6034
0.444,0.405,6,0.001,2,0.5001
0.285,0.969,3,0.974,4,0.568
0.896,0.202,9,0.026,1,0.6287
0.862,0.58,9,0.152,1,0.7135
0.164,0.083,14,0.422,3,0.4438
0.026,0.218,23,0.496,0,0.2975
0.09,0.763,21,0.834,1,0.4249
0.287,0.303,17,0.448,1,0.3294
0.972,0.986,9,0.547,1,0.7822
0.559,0.501,22,0.2,1,0.6437
0.373,0.517,8,0.569,0,0.3969
0.889,0.036,8,0.348,0,0.3656
0.453,0.957,21,0.099,4,0.7852
0.315,0.174,15,0.946,1,0.2852
0.941,0.538,16,0.082,1,0.6851
0.85,0.396,15,0.678,3,0.6392
0.844,0.416,5,0.908,3,0.4433
0.512,0.643,4,0.179,3,0.5474
0.789,0.662,6,0.237,3,0.6913
0.179,0.154,12,0.427,4,0.3631
0.573,0.5,7,0.295,2,0.5322
0.984,0.79,0,0.759,3,0.6034
0.291,0.443,9,0.338,3,0.4671
0.794,0.166,19,0.986,0,0.4637
0.49,0.313,19,0.859,1,0.4176
0.04,0.212,0,0.895,4,0.2564
0.763,0.126,19,0.064,1,0.4705
0.169,0.378,22,0.176,2,0.5355
0.631,0.541,13,0.169,4,0.6587
0.086,0.073,14,0.672,2,0.1752
0.947,0.604,5,0.012,1,0.6613
0.292,0.993,19,0.806,0,0.5977
0.226,0.964,1,0.547,3,0.6229
0.129,0.829,6,0.566,1,0.4278
0.946,0.266,23,0.537,4,0.6967
0.712,0.022,19,0.535,3,0.4757
0.742,0.834,18,0.198,4,0.7913
0.499,0.056,4,0.283,2,0.327
0.475,0.206,21,0.488,4,0.5385
0.11,0.544,7,0.678,0,0.3167
0.56,0.178,2,0.272,2,0.4927
0.247,0.834,12,0.806,1,0.4016
0.977,0.777,5,0.811,3,0.6375
0.797,0.756,20,0.274,3,0.7853
0.413,0.816,22,0.56,0,0.5505
0.151,0.22,13,0.349,4,0.324
0.785,0.729,6,0.191,1,0.6501
0.122,0.355,10,0.806,4,0.3252
0.189,0.667,21,0.991,4,0.5089
0.212,0.122,8,0.566,0,0.2281
0.557,0.706,9,0.914,2,0.4946
0.787,0.972,19,0.642,2,0.6362
0.314,0.044,16,0.566,0,0.2929
0.085,0.094,7,0.48,0,0.1325
0.465,0.124,21,0.236,0,0.3587
0.748,0.431,5,0.084,4,0.6471
0.222,0.291,20,0.442,4,0.4057
0.22,0.807,10,0.561,1,0.4991
0.947,0.474,2,0.509,0,0.6004
0.954,0.485,5,0.696,4,0.618
0.99,0.717,16,0.192,2,0.6995
0.808,0.362,6,0.354,0,0.5195
0.188,0.353,5,0.416,2,0.2982
0.212,0.757,20,0.187,3,0.5955
0.34,0.78,12,0.906,1,0.4415
0.318,0.014,13,0.682,3,0.2684
0.957,0.144,18,0.092,1,0.568
0.789,0.213,7,0.713,0,0.3489
0.724,0.352,12,0.548,1,0.4414
0.186,0.291,19,0.524,4,0.4757
0.91,0.669,8,0.99,2,0.6903
0.828,0.828,4,0.618,4,0.6377
0.164,0.192,10,0.897,0,0.2321
0.871,0.563,6,0.914,3,0.5682
0.272,0.368,5,0.101,2,0.439
0.081,0.506,11,0.008,0,0.4628
0.657,0.621,11,0.435,4,0.6214
0.654,0.894,5,0.769,4,0.6475
0.095,0.192,3,0.824,1,0.2279
0.319,0.087,12,0.787,1,0.2206
0.993,0.627,11,0.447,3,0.6864
0.678,0.394,14,0.75,1,0.4043
0.73,0.163,7,0.719,1,0.3278
0.213,0.117,12,0.314,1,0.274
0.079,0.559,10,0.169,3,0.446
0.277,0.3,10,0.621,0,0.2653
0.249,0.997,10,0.677,2,0.4912
0.235,0.406,18,0.568,0,0.2708
0.193,0.212,20,0.213,0,0.2664
0.575,0.629,16,0.277,0,0.492
0.328,0.244,0,0.708,4,0.3944
0.82,0.494,12,0.963,2,0.4342
0.184,0.483,19,0.945,2,0.3355
0.465,0.454,8,0.52,4,0.5059
0.014,0.796,22,0.887,4,0.571
0.482,0.217,23,0.029,1,0.4759
0.056,0.904,10,0.861,4,0.4733
0.978,0.791,8,0.476,3,0.8116
0.791,0.333,16,0.782,4,0.5827
0.49,0.181,6,0.006,1,0.4153
0.087,0.28,7,0.869,4,0.2305
0.592,0.333,1,0.595,3,0.4825
0.759,0.557,13,0.24,4,0.6738
0.191,0.046,9,0.347,0,0.1802
0.568,0.914,8,0.201,2,0.6314
0.814,0.099,0,0.424,3,0.4261
0.768,0.279,11,0.33,3,0.6424
0.803,0.109,13,0.535,3,0.4921
0.879,0.257,18,0.815,0,0.4772
0.938,0.838,10,0.982,0,0.6255
0.406,0.615,8,0.251,2,0.524
0.569,0.227,16,0.107,1,0.475
0.791,0.872,19,0.396,2,0.799
0.697,0.801,5,0.144,3,0.6295
0.996,0.754,5,0.834,3,0.7396
0.014,0.848,19,0.501,3,0.5286
0.355,0.62,9,0.62,2,0.4757
0.281,0.501,9,0.151,1,0.4917
0.262,0.374,16,0.75,1,0.3917
0.223,0.224,20,0.974,2,0.2751
0.709,0.557,13,0.482,3,0.5423
0.085,0.889,4,0.962,2,0.2642
0.742,0.594,2,0.035,2,0.6164
0.693,0.92,10,0.036,4,0.7952
0.251,0.357,18,0.96,4,0.3925
0.253,0.695,19,0.7,0,0.3915
0.629,0.649,18,0.189,0,0.6636
0.762,0.67,13,0.364,2,0.7516
0.876,0.645,14,0.508,4,0.6778
0.852,0.222,2,0.703,3,0.5003
0.965,0.144,2,0.842,0,0.4333
0.581,0.979,22,0.083,3,0.8742
0.909,0.045,8,0.657,3,0.4972
0.809,0.468,10,0.477,0,0.585
0.895,0.425,14,0.598,2,0.5983
0.012,0.36,16,0.509,4,0.4125
0.966,0.782,23,0.451,0,0.7319
0.474,0.745,11,0.206,1,0.6386
0.798,0.905,16,0.472,1,0.8236
0.127,0.395,8,0.19,3,0.3202
0.396,0.564,12,0.045,1,0.4584
0.271,0.892,7,0.374,3,0.5627
0.292,0.994,21,0.025,4,0.7832
0.123,0.969,5,0.563,0,0.433
0.806,0.718,22,0.072,0,0.7436
0.009,0.143,23,0.438,4,0.3235
0.313,0.023,6,0.98,3,0.202
0.174,0.825,0,0.01,2,0.4646
0.589,0.841,9,0.367,1,0.7383
0.254,0.746,14,0.673,4,0.5524
0.259,0.28,13,0.159,1,0.4124
0.488,0.64,3,0.561,2,0.5361
0.653,0.316,3,0.258,3,0.5395
0.121,0.451,8,0.223,1,0.3498
0.176,0.382,14,0.895,3,0.3779
0.247,0.914,11,0.203,2,0.6024
0.974,0.234,8,0.377,3,0.6294
0.397,0.578,2,0.17,2,0.4691
0.599,0.361,14,0.284,0,0.4585
0.242,0.663,20,0.293,1,0.538
0.49,0.565,10,0.327,1,0.4686
0.074,0.924,5,0.641,2,0.416
0.035,0.102,14,0.743,2,0.1522
0.469,0.221,6,0.511,4,0.4456
0.399,0.766,18,0.61,2,0.6143
0.137,0.369,13,0.813,2,0.3061
0.688,0.166,3,1.0,3,0.2943
0.993,0.503,20,0.457,3,0.6771
0.396,0.652,0,0.936,1,0.3818
0.625,0.045,23,0.49,3,0.3991
0.963,0.292,22,0.782,3,0.6243
0.832,0.809,12,0.573,1,0.6807
0.464,0.52,10,0.884,0,0.4354
0.737,0.035,17,0.449,4,0.4632
0.128,0.282,22,0.696,3,0.4631
0.512,0.639,8,0.466,0,0.5114
0.279,0.199,20,0.857,4,0.245
0.161,0.827,10,0.994,1,0.418
0.426,0.677,5,0.243,3,0.5265
0.131,0.471,15,0.474,3,0.5026
0.699,0.916,4,0.081,2,0.6833
0.456,0.392,0,0.141,3,0.5427
0.531,0.235,21,0.929,3,0.3358
0.146,0.661,13,0.544,0,0.3718
0.14,0.573,22,0.395,0,0.3714
0.583,0.335,20,0.671,3,0.5005
0.985,0.344,18,0.56,4,0.7069
0.096,0.398,5,0.289,1,0.2734
0.286,0.291,11,0.227,0,0.2768
0.869,0.71,6,0.59,4,0.7058
0.072,0.651,9,0.188,3,0.4554
0.876,0.441,9,0.139,2,0.5846
0.524,0.398,12,0.318,0,0.4342
0.408,0.365,6,0.861,0,0.3337
0.31,0.283,18,0.037,2,0.5069
0.297,0.086,0,0.833,3,0.1683
0.306,0.268,14,0.621,0,0.333
0.885,0.321,13,0.04,3,0.6162
0.724,0.548,12,0.602,4,0.5898
0.67,0.774,6,0.426,0,0.5681
0.799,0.396,11,0.841,3,0.4728
0.257,0.945,7,0.907,4,0.6063
0.618,0.827,14,0.286,0,0.5541
0.46,0.985,16,0.784,1,0.6213
0.782,0.876,20,0.31,3,0.8507
0.309,0.617,11,0.296,4,0.4588
0.643,0.598,12,0.193,1,0.6055
0.882,0.13,7,0.678,3,0.4563
0.402,0.722,9,0.262,0,0.5881
0.067,0.6,6,0.465,3,0.3235
0.516,0.507,1,0.812,4,0.5524
0.346,0.693,15,0.792,0,0.4388
0.672,0.444,3,0.855,0,0.464
0.951,0.524,5,0.161,0,0.689
0.486,0.398,6,0.587,2,0.3245
0.466,0.717,22,0.915,4,0.5484
0.655,0.877,18,0.042,1,0.8009
0.103,0.841,23,0.795,0,0.4382
0.254,0.786,22,0.246,4,0.6806
0.919,0.014,3,0.67,2,0.3631
0.67,0.912,9,0.717,2,0.65
0.013,0.275,3,0.926,0,0.0621
0.205,0.888,19,0.509,4,0.598
0.683,0.197,4,0.848,2,0.3052
0.764,0.44,13,0.045,0,0.5847
0.84,0.749,10,0.421,3,0.7184
0.292,0.64,1,0.44,3,0.5634
0.931,0.416,8,0.538,3,0.5878
0.553,0.679,21,0.481,1,0.5327
0.697,0.549,11,0.968,4,0.5573
0.597,0.276,23,0.079,3,0.5018
0.123,0.646,0,0.265,2,0.3908
0.963,0.204,21,0.969,1,0.484
0.123,0.694,14,0.445,3,0.417
0.255,0.003,5,0.571,0,0.1332
0.814,0.549,23,0.081,2,0.6806
0.619,0.401,16,0.284,1,0.4547
0.838,0.303,20,0.04,1,0.6894
0.516,0.516,14,0.138,2,0.5385
0.377,0.645,13,0.633,3,0.4458
0.922,0.965,18,0.764,0,0.8162
0.036,0.833,21,0.87,0,0.4829
0.856,0.717,8,0.251,0,0.6511
0.231,0.479,2,0.333,1,0.2932
0.849,0.392,14,0.569,3,0.6511
0.139,0.033,16,0.084,2,0.2817
0.58,0.359,1,0.807,4,0.3836
0.888,0.848,3,0.483,0,0.6205
0.474,0.384,13,0.966,2,0.4003
0.747,0.462,10,0.117,2,0.5635
0.805,0.272,11,0.133,0,0.4911
0.736,0.274,22,0.349,4,0.5142
0.925,0.062,15,0.207,1,0.4343
0.447,0.614,11,0.697,1,0.5061
0.173,0.448,1,0.947,3,0.273
0.048,0.606,6,0.09,1,0.3584
0.246,0.547,20,0.242,2,0.4817
0.143,0.799,22,0.238,1,0.5288
0.558,0.751,2,0.509,3,0.5061
0.185,0.771,2,0.452,2,0.4332
0.039,0.499,12,0.727,2,0.3041
0.036,0.354,6,0.733,4,0.1776
0.832,0.933,4,0.573,0,0.6467
0.591,0.054,20,0.591,0,0.3187
0.358,0.153,4,0.842,0,0.1881
0.894,0.42,19,0.397,3,0.6695
0.07,0.614,21,0.012,1,0.525
0.98,0.008,5,0.213,0,0.3873
0.616,0.719,12,0.035,1,0.6803
0.183,0.559,6,0.393,0,0.3473
0.679,0.485,1,0.358,4,0.6294
0.763,0.423,21,0.099,1,0.6563
0.429,0.519,8,0.755,3,0.4395
0.862,0.162,18,0.553,3,0.5013
0.151,0.109,1,0.226,1,0.1863
0.279,0.29,12,0.759,3,0.3073
0.093,0.71,7,0.668,2,0.306
0.211,0.588,15,0.192,3,0.5204
0.239,0.48,0,0.983,4,0.2818
0.918,0.572,10,0.177,4,0.7245
0.078,0.559,7,0.772,1,0.2533
0.427,0.307,20,0.968,3,0.4016
0.532,0.097,19,0.726,1,0.3604
0.899,0.897,0,0.666,0,0.6509
0.998,0.6,20,0.903,2,0.6589
0.753,0.698,6,0.269,1,0.5108
0.971,0.464,8,0.277,1,0.6193
0.787,0.756,21,0.641,1,0.6263
0.963,0.584,1,0.882,1,0.5285
0.707,0.054,20,0.617,4,0.4307
0.08,0.89,18,0.977,2,0.4124
0.402,0.306,5,0.223,0,0.3359
0.647,0.138,4,0.826,2,0.3406
0.351,0.088,12,0.927,1,0.2701
0.273,0.72,9,0.427,4,0.5332
0.577,0.704,0,0.962,0,0.5268
0.934,0.7,17,0.202,1,0.7002
0.035,0.916,20,0.953,1,0.5089
0.769,0.349,13,0.903,3,0.4405
0.723,0.561,11,0.066,2,0.6333
0.964,0.619,5,0.521,2,0.6043
0.931,0.979,13,0.529,2,0.7712
0.762,0.312,16,0.057,3,0.6421
0.52,0.956,6,0.04,4,0.7384
0.204,0.149,2,0.005,4,0.3376
0.545,0.764,16,0.525,4,0.7151
0.765,0.633,22,0.464,0,0.571
0.896,0.817,22,0.94,3,0.6542
0.79,0.029,9,0.342,3,0.3624
0.195,0.078,2,0.658,4,0.2169
0.6,0.07,15,0.008,4,0.4906
0.332,0.593,5,0.664,4,0.3525
0.009,0.603,3,0.913,3,0.2363
0.2,0.906,19,0.355,4,0.6138
0.113,0.468,8,0.314,2,0.4236
0.843,0.068,6,0.626,4,0.5341
0.259,0.21,15,0.329,2,0.4063
0.285,0.008,5,0.402,1,0.3417
0.96,0.777,11,0.273,1,0.6995
0.379,0.816,2,0.345,3,0.5896
0.01,0.998,11,0.679,0,0.4755
0.284,0.412,19,0.922,1,0.296
0.119,0.019,13,0.583,3,0.2392
0.103,0.235,13,0.01,3,0.3433
0.077,0.588,8,0.264,2,0.3761
0.593,0.962,3,0.952,2,0.5187
0.189,0.104,22,0.91,4,0.2651
0.361,0.122,19,0.116,1,0.4106
0.862,0.702,14,0.908,2,0.5585
0.424,0.667,6,0.965,0,0.3688
0.916,0.251,19,0.325,3,0.5756
0.498,0.813,18,0.701,4,0.6395
0.399,0.129,5,0.56,2,0.2652
0.75,0.926,18,0.337,2,0.6957
0.073,0.201,6,0.153,2,0.299
0.089,0.081,0,0.367,1,0.1471
0.652,0.34,6,0.928,2,0.3932
0.487,0.188,2,0.811,3,0.3387
0.79,0.527,5,0.331,2,0.6042
0.916,0.687,22,0.548,0,0.6296
0.388,0.491,5,0.406,2,0.4364
